id,word,part_of_speech,difficulty_score,meaning_1,meaning_2,meaning_3
4537,prosperous,adjective,1600,繁栄した,成功した,
4538,thriving,adjective,2400,繁栄している,成功している,
4539,flourishing,adjective,2400,繁栄している,盛んな,
4540,booming,adjective,2600,急成長している,好況の,
4541,burgeoning,adjective,2200,急成長している,芽生えつつある,
4542,emerging,adjective,2800,新興の,現れつつある,
4543,nascent,adjective,2100,生まれたばかりの,発生期の,
4544,incipient,adjective,2800,初期の,始まりの,
4545,budding,adjective,2900,芽生えつつある,新進の,
4546,fledgling,adjective,2300,駆け出しの,羽の生えたばかりの,
4547,novice,adjective,2600,初心者の,未熟な,
4548,inexperienced,adjective,2200,経験の浅い,未熟な,
4549,untried,adjective,2300,試されていない,未経験の,
4550,untested,adjective,2500,試されていない,未検証の,
4551,unproven,adjective,2400,証明されていない,実証されていない,
4552,speculative,adjective,2500,推測的な,投機的な,
4553,conjectural,adjective,2600,推測的な,憶測の,
4554,hypothetical,adjective,2900,仮説的な,仮定の,
4555,conceptual,adjective,2500,概念的な,観念的な,
4556,notional,adjective,2600,概念上の,想像上の,
4557,imaginary,adjective,2700,想像上の,架空の,
4558,fictitious,adjective,1900,架空の,虚構の,
4559,mythical,adjective,2600,神話の,架空の,
4560,legendary,adjective,2200,伝説的な,伝説の,
4561,fabled,adjective,2100,伝説的な,有名な,
4562,renowned,adjective,2500,有名な,名高い,
4563,illustrious,adjective,2400,著名な,輝かしい,
4564,eminent,adjective,2900,著名な,卓越した,
4565,distinguished,adjective,2600,著名な,顕著な,
4566,prestigious,adjective,2600,名声のある,一流の,
4567,acclaimed,adjective,2500,称賛された,高く評価された,
4568,celebrated,adjective,2500,著名な,有名な,
4569,esteemed,adjective,2400,尊敬される,高く評価される,
4570,venerable,adjective,2500,尊敬すべき,由緒ある,
4571,revered,adjective,2800,崇敬される,尊敬される,
4572,hallowed,adjective,2600,神聖な,尊ばれる,
4573,sacred,adjective,2700,神聖な,宗教的な,
4574,divine,adjective,1800,神の,神聖な,
4575,celestial,adjective,2000,天の,天上の,
4576,heavenly,adjective,2600,天国の,すばらしい,
4577,ethereal,adjective,2100,この世のものとは思えない,天上の,
4578,sublime,adjective,2800,崇高な,壮大な,
4579,transcendent,adjective,2700,超越した,卓越した,
4580,nebulous,adjective,2900,漠然とした,雲のような,
4581,hazy,adjective,2800,かすんだ,ぼんやりした,
4582,opaque,adjective,2000,不透明な,理解しにくい,
4583,disjointed,adjective,2500,ばらばらな,まとまりのない,
4584,fragmented,adjective,2700,断片的な,分裂した,
4585,scattered,adjective,2600,散らばった,散発的な,
4586,sporadic,adjective,1900,散発的な,時折起こる,
4587,intermittent,adjective,2700,断続的な,間欠的な,
4588,periodic,adjective,2800,定期的な,周期的な,
4589,recurrent,adjective,2300,繰り返す,再発する,
4590,cyclical,adjective,2600,周期的な,循環的な,
4591,repetitive,adjective,2500,反復的な,繰り返しの,
4592,monotonous,adjective,2300,単調な,一本調子の,
4593,tedious,adjective,2500,退屈な,うんざりする,
4594,dull,adjective,2400,鈍い,退屈な,
4595,bland,adjective,1400,当たり障りのない,味気ない,
4596,insipid,adjective,2100,味気ない,無味乾燥な,
4597,vapid,adjective,2700,つまらない,無味乾燥な,
4598,banal,adjective,2800,陳腐な,ありふれた,
4599,trite,adjective,2700,陳腐な,使い古された,
4600,hackneyed,adjective,2700,陳腐な,使い古された,
4601,clichéd,adjective,2900,陳腐な,決まり文句の,
4602,stereotypical,adjective,2400,型にはまった,紋切り型の,
4603,conventional,adjective,2500,従来の,慣習的な,
4604,orthodox,adjective,2200,正統派の,伝統的な,
4605,customary,adjective,2600,習慣的な,いつもの,
4606,habitual,adjective,2500,習慣的な,常習的な,
4607,ordinary,adjective,2400,普通の,平凡な,
4608,commonplace,adjective,1700,ありふれた,平凡な,
4609,mundane,adjective,2600,平凡な,世俗的な,
4610,prosaic,adjective,2600,平凡な,散文的な,
4611,pedestrian,adjective,2800,平凡な,歩行者の,
4612,lackluster,adjective,2700,さえない,精彩を欠く,
4613,mediocre,adjective,2700,平凡な,二流の,
4614,inferior,adjective,2500,劣った,下位の,
4615,substandard,adjective,2100,標準以下の,粗悪な,
4616,deficient,adjective,2700,不足している,欠陥のある,
4617,inadequate,adjective,2600,不十分な,不適当な,
4618,insufficient,adjective,2500,不十分な,不足した,
4619,meager,adjective,2500,乏しい,わずかな,
4620,scanty,adjective,2400,乏しい,不十分な,
4621,sparse,adjective,2500,まばらな,乏しい,
4622,scarce,adjective,2400,不足した,まれな,
4623,uncommon,adjective,2100,珍しい,普通でない,
4624,anomaly,noun,2100,変則,異常,
4625,aberration,noun,2700,逸脱,異常,
4626,deviation,noun,2900,逸脱,偏差,
4627,divergence,noun,2500,分岐,相違,
4628,discrepancy,noun,2800,食い違い,矛盾,
4629,disparity,noun,2800,不均衡,格差,
4630,imbalance,noun,2600,不均衡,アンバランス,
4631,asymmetry,noun,2400,非対称,不均衡,
4632,symmetry,noun,2700,対称,均整,
4633,shard,noun,2200,破片,かけら,
4634,remnant,noun,2300,残り,残骸,
4635,residue,noun,2500,残余,残留物,
4636,vestige,noun,2500,痕跡,名残,
4637,indication,noun,2800,兆候,表示,
4638,manifestation,noun,2100,現れ,兆候,
4639,expression,noun,2800,表現,表情,
4640,articulation,noun,1600,明瞭な発音,関節,
4641,utterance,noun,2800,発言,発声,
4642,pronouncement,noun,2700,声明,宣言,
4643,disclosure,noun,2800,開示,暴露,
4644,revelation,noun,2600,暴露,啓示,
4645,exposé,noun,2400,暴露,暴露記事,
4646,bickering,noun,2600,口論,言い争い,
4647,altercation,noun,2500,口論,激論,
4648,friction,noun,2900,摩擦,軋轢,
4649,tension,noun,2200,緊張,張力,
4650,stress,noun,1700,ストレス,強調,
4651,bulk,noun,1400,大部分,かさ,
4652,magnitude,noun,1900,規模,大きさ,
4653,spectrum,noun,2500,スペクトル,範囲,
4654,multiplicity,noun,2400,多様性,多数,
4655,abundance,noun,2900,豊富,多量,
4656,profusion,noun,2400,豊富,大量,
4657,plethora,noun,2800,過多,過剰,
4658,excess,noun,2800,過剰,超過,
4659,superfluity,noun,1800,余分,過剰,
4660,redundancy,noun,3000,冗長,余剰,
4661,repetition,noun,2700,反復,繰り返し,
4662,recurrence,noun,2100,再発,反復,
4663,reappearance,noun,2700,再出現,再現,
4664,renovation,noun,2600,改装,刷新,
4665,refurbishment,noun,2400,改装,一新,
4666,metamorphosis,noun,2800,変態,変身,
4667,progression,noun,2900,進行,前進,
4668,advancement,noun,2500,前進,進歩,
4669,proliferation,noun,2500,増殖,拡散,
4670,escalation,noun,2900,段階的拡大,エスカレート,
4671,intensification,noun,2600,強化,激化,
4672,amplification,noun,2800,増幅,拡大,
4673,augmentation,noun,2700,増大,増加,
4674,enhancement,noun,2900,向上,強化,
4675,improvement,noun,2600,改善,向上,
4676,refinement,noun,1900,洗練,精製,
4677,optimization,noun,2600,最適化,最善化,
4678,maximization,noun,2700,最大化,極大化,
4679,minimization,noun,2800,最小化,極小化,
4680,diminution,noun,2800,減少,縮小,
4681,erosion,noun,2900,浸食,侵食,
4682,corrosion,noun,2300,腐食,さび,
4683,blight,noun,2500,荒廃,胴枯れ病,
4684,pestilence,noun,2600,疫病,伝染病,
4685,epidemic,noun,2900,流行病,蔓延,
4686,pandemic,noun,2200,パンデミック,世界的流行病,
4687,outbreak,noun,2100,発生,勃発,
4688,eruption,noun,2100,噴火,勃発,
4689,detonation,noun,2200,爆発,爆破,
4690,ignition,noun,2700,点火,発火,
4691,combustion,noun,2400,燃焼,発火,
4692,conflagration,noun,2600,大火,大火災,
4693,inferno,noun,3100,地獄,猛火,
4694,ember,noun,2500,燃えさし,残り火,
4695,cinder,noun,2300,燃えがら,燃えさし,
4696,soot,noun,2400,すす,煤煙,
4697,haze,noun,2100,かすみ,もや,
4698,smog,noun,2000,スモッグ,煙霧,
4699,pollution,noun,1800,汚染,公害,
4700,contamination,noun,1700,汚染,混入,
4701,imperfection,noun,2500,不完全,欠点,
4702,handicap,noun,2400,障害,ハンディキャップ,
4703,hurdle,noun,2000,障害,ハードル,
4704,obstruction,noun,2100,妨害,障害物,
4705,intrusion,noun,2600,侵入,干渉,
4706,encroachment,noun,2500,侵害,侵食,
4707,infringement,noun,2800,侵害,違反,
4708,violation,noun,2800,違反,侵害,
4709,transgression,noun,2300,違反,罪,
4710,felony,noun,2900,重罪,重犯罪,
4711,misdemeanor,noun,2400,軽罪,不品行,
4712,wrongdoing,noun,2900,悪事,不正行為,
4713,misdeed,noun,2400,悪行,犯罪,
4714,malfeasance,noun,2600,不正行為,違法行為,
4715,misconduct,noun,3000,不正行為,非行,
4716,malpractice,noun,2600,医療過誤,不正行為,
4717,negligence,noun,2800,過失,怠慢,
4718,lapse,noun,2600,過失,経過,
4719,gaffe,noun,2200,失言,へま,
4720,faux,noun,2400,偽の,にせの,
4721,pas,noun,2300,歩み,優先権,
4722,fallacy,noun,2500,誤り,誤った考え,
4723,delusion,noun,2700,妄想,錯覚,
4724,illusion,noun,2400,錯覚,幻想,
4725,hallucination,noun,2000,幻覚,幻想,
4726,mirage,noun,2600,蜃気楼,幻影,
4727,phantom,noun,2300,幽霊,幻影,
4728,specter,noun,2400,亡霊,恐怖,
4729,apparition,noun,2600,幽霊,幻影,
4730,ghost,noun,2800,幽霊,亡霊,
4731,quintessence,noun,1300,真髄,典型,
4732,embodiment,noun,3000,具現,化身,
4733,incarnation,noun,2800,化身,権化,
4734,personification,noun,2800,擬人化,化身,
4735,epitome,noun,2800,典型,縮図,
4736,archetype,noun,2900,原型,典型,
4737,prototype,noun,2700,原型,試作品,
4738,model,noun,2400,模型,モデル,
4739,paradigm,noun,1300,典型,模範,
4740,exemplar,noun,2800,模範,典型,
4741,specimen,noun,2800,標本,見本,
4742,sample,noun,2300,試料,見本,
4743,instance,noun,1600,実例,場合,
4744,illustration,noun,2300,実例,挿絵,
4745,exposition,noun,2200,博覧会,説明,
4746,elucidation,noun,2700,解明,説明,
4747,clarification,noun,2900,明確化,説明,
4748,interpretation,noun,2600,解釈,通訳,
4749,explication,noun,2400,説明,解説,
4750,elaboration,noun,2900,詳述,精巧化,
4751,enlargement,noun,2700,拡大,増大,
4752,magnification,noun,2400,拡大,誇張,
4753,exaggeration,noun,2700,誇張,誇大,
4754,hyperbole,noun,2400,誇張法,大げさ,
4755,overstatement,noun,2800,誇張,大げさな表現,
4756,embellishment,noun,2700,装飾,粉飾,
4757,ornamentation,noun,2800,装飾,飾り,
4758,adornment,noun,2800,装飾,飾り,
4759,decoration,noun,2700,装飾,勲章,
4760,embroidery,noun,2000,刺繍,潤色,
4761,tapestry,noun,2200,タペストリー,綴れ織り,
4762,mosaic,noun,2500,モザイク,寄せ集め,
4763,collage,noun,2300,コラージュ,寄せ集め,
4764,montage,noun,2200,モンタージュ,合成,
4765,arrangement,noun,2400,配置,編曲,
4766,configuration,noun,2200,構成,配置,
4767,formation,noun,2700,形成,編成,
4768,scaffold,noun,2100,足場,骨組み,
4769,skeleton,noun,2400,骨格,骸骨,
4770,anatomy,noun,1900,解剖学,構造,
4771,physiology,noun,2400,生理学,生理機能,
4772,morphology,noun,2700,形態学,形態,
4773,topology,noun,2900,位相幾何学,地形学,
4774,geometry,noun,2900,幾何学,形状,
4775,trigonometry,noun,2000,三角法,三角測量,
4776,calculus,noun,2700,微積分,結石,
4777,algebra,noun,2500,代数学,代数,
4778,arithmetic,noun,2100,算数,計算,
4779,mathematics,noun,2300,数学,計算,
4780,statistics,noun,1900,統計学,統計,
4781,vantage,noun,2200,有利な立場,優位,
4782,dominance,noun,2600,支配,優勢,
4783,hegemony,noun,2400,覇権,支配権,
4784,autonomy,noun,2900,自治,自律,
4785,emancipation,noun,2600,解放,開放,
4786,liberation,noun,2800,解放,自由化,
4787,deliverance,noun,2400,救出,解放,
4788,salvation,noun,2800,救済,救い,
4789,redemption,noun,2400,償い,買い戻し,
4790,atonement,noun,2600,償い,贖罪,
4791,penance,noun,2700,苦行,懺悔,
4792,repentance,noun,2700,悔い改め,後悔,
4793,remorse,noun,2600,自責の念,深い後悔,
4794,contrition,noun,2500,悔恨,痛悔,
4795,compunction,noun,2900,良心の呵責,悔恨,
4796,grief,noun,3000,深い悲しみ,悲嘆,
4797,agony,noun,1900,激しい苦痛,苦悶,
4798,affliction,noun,2200,苦痛,苦悩,
4799,tribulation,noun,2800,苦難,試練,
4800,ordeal,noun,2900,試練,苦しい経験,
4801,adversity,noun,2400,逆境,不運,
4802,mishap,noun,2700,災難,不運,
4803,anecdote,noun,2300,逸話,秘話,
4804,chronicle,noun,2400,年代記,記録,
4805,annals,noun,2600,年代記,記録,
4806,documentation,noun,2800,文書化,記録,
4807,depository,noun,2500,保管所,倉庫,
4808,storehouse,noun,2800,倉庫,宝庫,
4809,arsenal,noun,2400,兵器庫,武器庫,
4810,armory,noun,2500,武器庫,兵器工場,
4811,ammunition,noun,2600,弾薬,攻撃材料,
4812,ordnance,noun,2300,大砲,兵器,
4813,artillery,noun,2800,大砲,砲兵隊,
4814,weaponry,noun,2400,武器,兵器,
4815,armament,noun,2300,軍備,兵器,
4816,munitions,noun,2500,軍需品,兵器,
4817,provisions,noun,2700,食糧,規定,
4818,supplies,noun,2400,物資,供給品,
4819,resources,noun,1800,資源,財源,
4820,assets,noun,1900,資産,財産,
4821,chattels,noun,2100,動産,家財,
4822,patrimony,noun,2900,世襲財産,遺産,
4823,bequest,noun,2900,遺贈,遺産,
